-10,-9.5,-9,-8.5,-8,-7.5,-7,-6.5,-6,-5.5,-5,-4.5,-4,-3.5,-3,-2.5,-2,-1.5,-1,-0.5,0,0.5,1,1.5,2,2.5,3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13,13.5,14
0.025118864,0.028183829,0.031622777,0.035481339,0.039810717,0.044668359,0.050118723,0.056234133,0.063095734,0.070794578,0.079432823,0.089125094,0.1,0.112201845,0.125892541,0.141253754,0.158489319,0.177827941,0.199526231,0.223872114,0.251188643,0.281838293,0.316227766,0.354813389,0.398107171,0.446683592,0.501187234,0.562341325,0.630957344,0.707945784,0.794328235,0.891250938,1,1.122018454,1.258925412,1.412537545,1.584893192,1.77827941,1.995262315,2.238721139,2.511886432,2.818382931,3.16227766,3.548133892,3.981071706,4.466835922,5.011872336,5.623413252,6.309573445
-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-19.7212903,-25.0883757,-31.335944,-37.0050829,-42.8559196,-39.8819387,-39.4198429,-39.8172345,-38.6636586,-38.916952,-38.2109991,-37.6373721,-37.0921699,-36.2165499,-36.0151028,-35.8478883,-33.9207357,-33.7250975,-33.3138866,-34.0114941,-33.1785317,-32.6952347,-31.8361988,-31.2105585,-30.999481,-30.2529817,-29.2206401,-28.2490899,-29.3021043,-28.3257995,-27.8803886,-27.1186505,-26.4323589,-25.5268054,-24.7939398,-23.8971227,-24.4909322,-23.5703993,-17.9633366,-21.3831562,-21.578177,-20.8743467,-21.1145419,-20.945381,-20.1762013,-19.9051261,-19.0057505,-18.1130259,-18.0330285
-0.7443937,-0.2589801,-0.06787156,-0.01936628,-0.0205629,-0.01862843,-0.02036924,-0.02945743,-0.02598452,-0.030169,-0.03171509,-0.03612274,-0.04231198,-0.04157192,-0.0472864,-0.0558764,-0.05643782,-0.0620367,-0.0690514,-0.07643145,-0.08159874,-0.09219509,-0.102096,-0.1128465,-0.1242934,-0.1393771,-0.152992,-0.1705833,-0.1895555,-0.2098721,-0.2342055,-0.2620735,-0.291691,-0.3255248,-0.3580011,-0.4032237,-0.5299791,-1.78094,-1.441784,-0.7645859,-0.6957853,-0.7866242,-0.9511363,-1.021682,-1.144125,-1.265665,-1.44675,-1.886858,-1.886199
1566.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-27.9188968,-28.947963,-32.638016,-38.4152115,-45.7194357,-44.1631225,-43.2470394,-43.6467793,-42.381205,-42.4312803,-41.0866477,-35.6317632,-36.8094708,-39.631561,-39.8453432,-39.0833239,-38.217875,-39.1832897,-38.2170213,-37.3920902,-36.6927185,-36.2158964,-35.6836021,-35.143354,-33.6174731,-34.3619581,-33.3683655,-33.1702785,-32.7387803,-31.9636056,-31.0492701,-30.1235352,-30.856059,-30.4874979,-30.3274555,-30.0879569,-29.4667504,-27.4288782,-27.7263027,-28.4341393,-27.7053871,-27.6749322,-27.4927197,-27.6026164,-27.4533183,-27.4107695,-27.6831077,-28.007286,-27.5938028
-0.4260611,-0.1394636,-0.03476434,-0.01208384,-0.007797801,-0.007983332,-0.01011446,-0.009102029,-0.01096563,-0.01156172,-0.02751786,-0.03818102,-0.01883523,-0.01731318,-0.01942454,-0.02133794,-0.02372132,-0.02619803,-0.02883069,-0.03209134,-0.03430523,-0.03901626,-0.04505364,-0.04915377,-0.05283898,-0.07304196,-0.0640853,-0.07088342,-0.07915433,-0.08781475,-0.09694005,-0.1099779,-0.12107,-0.1349939,-0.1482836,-0.1630794,-0.384952,-0.7983385,-0.4287342,-0.2604303,-0.2737432,-0.3077033,-0.3472601,-0.3860541,-0.4331298,-0.4904284,-0.5515982,-0.8057388,-0.7076104
-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-19.4198389,-26.2117835,-33.3605224,-37.2835023,-43.9815548,-41.8060012,-40.8441722,-40.9814168,-39.9145134,-40.2067587,-38.004712,-39.0081009,-38.3150193,-37.6321199,-36.6451744,-35.8414836,-34.8248601,-35.5178792,-34.9431639,-34.3559097,-33.7162262,-34.1209635,-33.0053678,-32.4907679,-31.194861,-25.0505765,-28.1056219,-30.2067175,-29.7015518,-29.1142816,-28.1436282,-28.9928282,-26.5678311,-27.3247015,-26.5276624,-25.6113077,-24.9154063,-23.9568906,-24.2788494,-23.55078,-22.6644065,-22.5476951,-21.6436998,-22.0834497,-21.6496491,-21.5023247,-21.7469764,-21.8247235,-21.8266705
-1.612774,-0.4093427,-0.1243505,-0.02885995,-0.03353168,-0.03488429,-0.03757395,-0.0574932,-0.04814492,-0.06506925,-0.05841136,-0.06703043,-0.07263952,-0.08063151,-0.08924525,-0.1050079,-0.1149242,-0.126651,-0.1418706,-0.1578704,-0.1656888,-0.1906827,-0.2111328,-0.2482801,-0.6689179,-1.050078,-0.3410723,-0.364395,-0.4091784,-0.4569995,-0.5120995,-0.5738059,-0.6405709,-0.7192975,-0.7846669,-0.892402,-1.05007,-1.09785,-1.245421,-1.410234,-1.588025,-1.834359,-2.020406,-2.441418,-2.673809,-2.968426,-3.682575,-3.870096,-4.334725
1566.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-21.9722948,-23.6825335,-38.6844678,-41.7557448,-47.1033411,-48.7546258,-48.0988805,-46.8307902,-47.3913877,-46.6845573,-46.2523983,-45.3864149,-44.8720954,-44.0579695,-43.5000723,-43.061186,-43.5730123,-42.9256166,-42.3550594,-41.3401375,-41.6635778,-40.8967923,-39.9314653,-39.3200902,-39.8005777,-39.3539333,-37.7433889,-37.7431249,-38.1671091,-37.8532758,-37.7351519,-37.8162979,-37.7108777,-37.7057217,-37.8558784,-38.403918,-39.2952366,-40.09008,-40.0500047,-39.8994008,-40.1761407,-40.2772379,-40.0570185,-33.8476958,-30.4242575,-32.3156847,-23.1901139,-23.3450188,-22.4588731
-2.405834,-0.5953014,-0.1838757,-0.0453174,-0.02176921,-0.02474638,-0.02692924,-0.03041878,-0.03726257,-0.04042752,-0.0474804,-0.04566306,-0.05073537,-0.05653545,-0.06289785,-0.06950481,-0.07776684,-0.08647685,-0.09586862,-0.109407,-0.114544,-0.132496,-0.144291,-0.1662833,-0.2138066,-0.3339042,-0.8266396,-0.2580795,-0.2829181,-0.320297,-0.3564039,-0.3984634,-0.4503727,-0.5141894,-0.536177,-0.6272079,-0.7047015,-0.7905596,-0.8949834,-1.04704,-1.161353,-1.299618,-1.462634,-1.661588,-1.897233,-2.172473,-2.52578,-3.202616,-3.399175
-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-22.6162999,-24.8763223,-28.4456591,-37.68673,-43.6715737,-42.1959512,-41.7970478,-41.0508156,-41.0993381,-40.9198,-40.4708277,-39.4529884,-39.188755,-39.9076493,-37.0488553,-37.3276217,-36.3308274,-35.7647221,-36.1531729,-35.376333,-34.7096077,-33.829134,-33.6525503,-33.2254085,-32.7325599,-32.2580883,-29.8941973,-30.76186,-30.0451719,-29.4218686,-28.4329659,-27.9746159,-28.6352701,-28.1784532,-27.208809,-25.9036867,-25.117114,-25.9161617,-25.2469423,-24.5535147,-24.211665,-23.893159,-23.4229631,-23.7265422,-23.5217966,-23.1220015,-22.829855,-22.5376833,-22.4111779
-3.027542,-1.117481,-0.2741092,-0.06354156,-0.03301321,-0.03866243,-0.04232473,-0.04952456,-0.06343186,-0.06269222,-0.07302654,-0.07367164,-0.08555266,-0.1050072,-0.1056876,-0.1160315,-0.1279037,-0.142026,-0.1593905,-0.1782515,-0.1948103,-0.2186226,-0.2980676,-0.3371483,-0.3217386,-0.5663869,-0.6350958,-0.4340229,-0.4719907,-0.5262451,-0.590553,-0.6633748,-0.7400161,-0.8328239,-0.9057699,-1.035972,-1.155646,-1.271354,-1.435727,-1.643485,-2.126187,-2.129487,-2.318689,-2.675856,-2.903759,-3.091702,-3.343092,-3.865738,-3.969128
1566.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-21.2867598,-23.1905181,-37.0685922,-40.7621187,-46.7029579,-45.7486124,-45.4549,-44.9932176,-44.6549757,-44.1145355,-44.0893903,-42.6531352,-43.3485073,-42.7014094,-42.3870216,-42.2472036,-42.2640453,-41.4462999,-40.9624204,-40.4614097,-39.9738218,-39.4221336,-39.9507833,-39.2121909,-38.8270359,-38.4512734,-38.0403849,-37.615675,-37.7314303,-37.2737063,-37.1030991,-36.7674547,-36.3020563,-36.075732,-37.011954,-36.2069452,-35.8935035,-34.874896,-33.3147182,-31.2179932,-32.563608,-28.2417534,-27.8209338,-25.885153,-23.7536083,-22.4076557,-21.6856283,-21.3140675,-21.0963553
-3.511174,-1.112876,-0.2648755,-0.06258702,-0.0291647,-0.03359944,-0.0363411,-0.04078542,-0.0499194,-0.05648707,-0.06665811,-0.06355243,-0.08016659,-0.07846209,-0.08762193,-0.1050077,-0.1120582,-0.1236038,-0.1370705,-0.1532286,-0.1606443,-0.1835895,-0.209605,-0.2334124,-0.2701687,-0.2998599,-0.3261807,-0.3638486,-0.4104056,-0.4609322,-0.5147869,-0.5816361,-0.6546022,-0.7326661,-0.8060666,-0.8825546,-1.060047,-1.14018,-1.303104,-1.486535,-1.672736,-1.943259,-2.212981,-2.492855,-2.786881,-3.197523,-3.704738,-4.482234,-4.458784
-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-22.9575197,-25.6224846,-27.0770359,-37.6228169,-45.7600306,-42.8446779,-42.0451049,-42.3513929,-42.3716258,-41.5872452,-40.9006344,-39.8581103,-39.6468543,-40.0664122,-38.862227,-38.2155849,-36.8956511,-37.4279014,-36.3696845,-35.7373223,-34.8933979,-34.210371,-34.3186129,-33.6030074,-33.3956354,-32.7433646,-32.0701295,-31.8352832,-29.6231433,-29.3606827,-28.8822141,-29.434358,-28.8479336,-28.438733,-27.1419433,-25.6162513,-27.046247,-26.4727443,-25.5502573,-25.1919093,-24.7512066,-24.7703563,-24.4592144,-24.0223044,-23.8721596,-23.4285105,-23.0995484,-22.9094147,-22.7480797
-2.855152,-1.221854,-0.2888614,-0.0558467,-0.0412632,-0.04052787,-0.04438842,-0.05965802,-0.05400291,-0.06172258,-0.07004445,-0.07808727,-0.105007,-0.09969323,-0.1083317,-0.1202454,-0.1354352,-0.1511384,-0.1689524,-0.1884909,-0.2072124,-0.2307446,-0.3026897,-0.3327948,-0.3524159,-0.382306,-0.4393663,-0.5691817,-0.5018539,-0.5599842,-0.6293135,-0.7048126,-0.7869931,-0.8838962,-0.9662134,-1.090858,-1.208247,-1.386726,-1.52737,-1.725934,-1.933286,-2.196644,-2.427537,-2.569163,-2.6737,-2.906298,-3.152691,-3.455892,-3.754379
1566.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-22.0160951,-26.323967,-34.6009362,-38.5772561,-44.4114004,-44.4653739,-44.2159639,-43.5116523,-43.7893291,-43.1839687,-42.7975027,-42.2535223,-41.6930265,-41.2046158,-41.392319,-40.5152691,-39.7394637,-39.256106,-38.9229741,-39.3804966,-38.7787393,-38.3814641,-37.7857412,-37.8267418,-37.2010178,-37.1166803,-36.1881637,-36.1899431,-35.0320942,-35.7028438,-35.4123157,-34.9515722,-34.2143628,-34.2732326,-35.9300277,-38.2161797,-35.6425591,-31.7564389,-29.987676,-28.6939085,-27.2995194,-26.1333083,-24.2631982,-24.0287886,-22.6909875,-22.9588608,-22.5922833,-22.2870436,-21.9448152
